,DATE,Year,Month,Day,HomePrice
1582,1981-04-13,1981,4,13,107.65875000000001
1583,1981-04-14,1981,4,14,107.68734375000001
1584,1981-04-15,1981,4,15,107.71593750000001
1585,1981-04-16,1981,4,16,107.74453125000001
1586,1981-04-17,1981,4,17,107.77312500000001
1587,1981-04-20,1981,4,20,107.80171875
1588,1981-04-21,1981,4,21,107.8303125
1589,1981-04-22,1981,4,22,107.85890625
1590,1981-04-23,1981,4,23,107.8875
1591,1981-04-24,1981,4,24,107.91609375
1592,1981-04-27,1981,4,27,107.9446875
1593,1981-04-28,1981,4,28,107.97328125
1594,1981-04-29,1981,4,29,108.00187500000001
1595,1981-04-30,1981,4,30,108.03046875000001
1596,1981-05-01,1981,5,1,108.05906250000001
1597,1981-05-04,1981,5,4,108.08765625000001
1598,1981-05-05,1981,5,5,108.11625000000001
1599,1981-05-06,1981,5,6,108.14484375
1600,1981-05-07,1981,5,7,108.1734375
1601,1981-05-08,1981,5,8,108.20203125
1602,1981-05-11,1981,5,11,108.230625
1603,1981-05-12,1981,5,12,108.25921875
1604,1981-05-13,1981,5,13,108.2878125
1605,1981-05-14,1981,5,14,108.31640625
1606,1981-05-15,1981,5,15,108.345
1607,1981-05-18,1981,5,18,108.37359375000001
1608,1981-05-19,1981,5,19,108.40218750000001
1609,1981-05-20,1981,5,20,108.43078125000001
1610,1981-05-21,1981,5,21,108.45937500000001
1611,1981-05-22,1981,5,22,108.48796875000001
1612,1981-05-26,1981,5,26,108.5165625
1613,1981-05-27,1981,5,27,108.54515625
1614,1981-05-28,1981,5,28,108.57375
1615,1981-05-29,1981,5,29,108.60234375
1616,1981-06-01,1981,6,1,108.6309375
1617,1981-06-02,1981,6,2,108.65953125
1618,1981-06-03,1981,6,3,108.688125
1619,1981-06-04,1981,6,4,108.71671875000001
1620,1981-06-05,1981,6,5,108.74531250000001
1621,1981-06-08,1981,6,8,108.77390625000001
1622,1981-06-09,1981,6,9,108.80250000000001
1623,1981-06-10,1981,6,10,108.83109375000001
1624,1981-06-11,1981,6,11,108.8596875
1625,1981-06-12,1981,6,12,108.88828125
1626,1981-06-15,1981,6,15,108.916875
1627,1981-06-16,1981,6,16,108.94546875
1628,1981-06-17,1981,6,17,108.9740625
1629,1981-06-18,1981,6,18,109.00265625
1630,1981-06-19,1981,6,19,109.03125
1631,1981-06-22,1981,6,22,109.05984375
1632,1981-06-23,1981,6,23,109.08843750000001
1633,1981-06-24,1981,6,24,109.11703125000001
1634,1981-06-25,1981,6,25,109.14562500000001
1635,1981-06-26,1981,6,26,109.17421875000001
1636,1981-06-29,1981,6,29,109.20281250000001
1637,1981-06-30,1981,6,30,109.23140625
1638,1981-07-01,1981,7,1,109.26
1639,1981-07-02,1981,7,2,109.2584375
1640,1981-07-06,1981,7,6,109.25687500000001
1641,1981-07-07,1981,7,7,109.2553125
1642,1981-07-08,1981,7,8,109.25375000000001
1643,1981-07-09,1981,7,9,109.2521875
1644,1981-07-10,1981,7,10,109.250625
1645,1981-07-13,1981,7,13,109.24906250000001
1646,1981-07-14,1981,7,14,109.2475
1647,1981-07-15,1981,7,15,109.24593750000001
1648,1981-07-16,1981,7,16,109.244375
1649,1981-07-17,1981,7,17,109.2428125
1650,1981-07-20,1981,7,20,109.24125000000001
1651,1981-07-21,1981,7,21,109.2396875
1652,1981-07-22,1981,7,22,109.238125
1653,1981-07-23,1981,7,23,109.2365625
1654,1981-07-24,1981,7,24,109.235
1655,1981-07-27,1981,7,27,109.23343750000001
1656,1981-07-28,1981,7,28,109.231875
1657,1981-07-29,1981,7,29,109.2303125
1658,1981-07-30,1981,7,30,109.22875
1659,1981-07-31,1981,7,31,109.2271875
1660,1981-08-03,1981,8,3,109.22562500000001
1661,1981-08-04,1981,8,4,109.2240625
1662,1981-08-05,1981,8,5,109.2225
1663,1981-08-06,1981,8,6,109.2209375
1664,1981-08-07,1981,8,7,109.219375
1665,1981-08-10,1981,8,10,109.21781250000001
1666,1981-08-11,1981,8,11,109.21625
1667,1981-08-12,1981,8,12,109.2146875
1668,1981-08-13,1981,8,13,109.213125
1669,1981-08-14,1981,8,14,109.2115625
1670,1981-08-17,1981,8,17,109.21000000000001
1671,1981-08-18,1981,8,18,109.2084375
1672,1981-08-19,1981,8,19,109.206875
1673,1981-08-20,1981,8,20,109.2053125
1674,1981-08-21,1981,8,21,109.20375
1675,1981-08-24,1981,8,24,109.2021875
1676,1981-08-25,1981,8,25,109.200625
1677,1981-08-26,1981,8,26,109.1990625
1678,1981-08-27,1981,8,27,109.1975
1679,1981-08-28,1981,8,28,109.1959375
1680,1981-08-31,1981,8,31,109.194375
1681,1981-09-01,1981,9,1,109.1928125
1682,1981-09-02,1981,9,2,109.19125
1683,1981-09-03,1981,9,3,109.1896875
1684,1981-09-04,1981,9,4,109.188125
1685,1981-09-08,1981,9,8,109.1865625
1686,1981-09-09,1981,9,9,109.185
1687,1981-09-10,1981,9,10,109.1834375
1688,1981-09-11,1981,9,11,109.181875
1689,1981-09-14,1981,9,14,109.1803125
1690,1981-09-15,1981,9,15,109.17875
1691,1981-09-16,1981,9,16,109.1771875
1692,1981-09-17,1981,9,17,109.175625
1693,1981-09-18,1981,9,18,109.17406249999999
1694,1981-09-21,1981,9,21,109.1725
1695,1981-09-22,1981,9,22,109.1709375
1696,1981-09-23,1981,9,23,109.169375
1697,1981-09-24,1981,9,24,109.1678125
1698,1981-09-25,1981,9,25,109.16624999999999
1699,1981-09-28,1981,9,28,109.1646875
1700,1981-09-29,1981,9,29,109.163125
1701,1981-09-30,1981,9,30,109.1615625
1702,1981-10-01,1981,10,1,109.16
1703,1981-10-02,1981,10,2,109.1891935483871
1704,1981-10-05,1981,10,5,109.2183870967742
1705,1981-10-06,1981,10,6,109.24758064516129
1706,1981-10-07,1981,10,7,109.27677419354838
1707,1981-10-08,1981,10,8,109.30596774193548
1708,1981-10-09,1981,10,9,109.33516129032257
1709,1981-10-13,1981,10,13,109.36435483870967
1710,1981-10-14,1981,10,14,109.39354838709677
1711,1981-10-15,1981,10,15,109.42274193548387
1712,1981-10-16,1981,10,16,109.45193548387097
1713,1981-10-19,1981,10,19,109.48112903225807
1714,1981-10-20,1981,10,20,109.51032258064515
1715,1981-10-21,1981,10,21,109.53951612903225
1716,1981-10-22,1981,10,22,109.56870967741935
1717,1981-10-23,1981,10,23,109.59790322580645
1718,1981-10-26,1981,10,26,109.62709677419355
1719,1981-10-27,1981,10,27,109.65629032258065
1720,1981-10-28,1981,10,28,109.68548387096774
1721,1981-10-29,1981,10,29,109.71467741935484
1722,1981-10-30,1981,10,30,109.74387096774193
1723,1981-11-02,1981,11,2,109.77306451612903
1724,1981-11-03,1981,11,3,109.80225806451612
1725,1981-11-04,1981,11,4,109.83145161290322
1726,1981-11-05,1981,11,5,109.86064516129032
1727,1981-11-06,1981,11,6,109.88983870967742
1728,1981-11-09,1981,11,9,109.91903225806452
1729,1981-11-10,1981,11,10,109.94822580645162
1730,1981-11-12,1981,11,12,109.9774193548387
1731,1981-11-13,1981,11,13,110.0066129032258
1732,1981-11-16,1981,11,16,110.0358064516129
1733,1981-11-17,1981,11,17,110.065
1734,1981-11-18,1981,11,18,110.0941935483871
1735,1981-11-19,1981,11,19,110.1233870967742
1736,1981-11-20,1981,11,20,110.1525806451613
1737,1981-11-23,1981,11,23,110.18177419354838
1738,1981-11-24,1981,11,24,110.21096774193548
1739,1981-11-25,1981,11,25,110.24016129032258
1740,1981-11-27,1981,11,27,110.26935483870967
1741,1981-11-30,1981,11,30,110.29854838709677
1742,1981-12-01,1981,12,1,110.32774193548387
1743,1981-12-02,1981,12,2,110.35693548387097
1744,1981-12-03,1981,12,3,110.38612903225807
1745,1981-12-04,1981,12,4,110.41532258064515
1746,1981-12-07,1981,12,7,110.44451612903225
1747,1981-12-08,1981,12,8,110.47370967741935
1748,1981-12-09,1981,12,9,110.50290322580645
1749,1981-12-10,1981,12,10,110.53209677419355
1750,1981-12-11,1981,12,11,110.56129032258065
1751,1981-12-14,1981,12,14,110.59048387096774
1752,1981-12-15,1981,12,15,110.61967741935484
1753,1981-12-16,1981,12,16,110.64887096774193
1754,1981-12-17,1981,12,17,110.67806451612903
1755,1981-12-18,1981,12,18,110.70725806451613
1756,1981-12-21,1981,12,21,110.73645161290322
1757,1981-12-22,1981,12,22,110.76564516129032
1758,1981-12-23,1981,12,23,110.79483870967742
1759,1981-12-24,1981,12,24,110.82403225806452
1760,1981-12-28,1981,12,28,110.85322580645162
1761,1981-12-29,1981,12,29,110.8824193548387
1762,1981-12-30,1981,12,30,110.9116129032258
1763,1981-12-31,1981,12,31,110.9408064516129
1764,1982-01-04,1982,1,4,110.97
1765,1982-01-05,1982,1,5,110.98483870967742
1766,1982-01-06,1982,1,6,110.99967741935484
1767,1982-01-07,1982,1,7,111.01451612903226
1768,1982-01-08,1982,1,8,111.02935483870968
1769,1982-01-11,1982,1,11,111.0441935483871
1770,1982-01-12,1982,1,12,111.05903225806452
1771,1982-01-13,1982,1,13,111.07387096774194
1772,1982-01-14,1982,1,14,111.08870967741936
1773,1982-01-15,1982,1,15,111.10354838709678
1774,1982-01-18,1982,1,18,111.1183870967742
1775,1982-01-19,1982,1,19,111.1332258064516
1776,1982-01-20,1982,1,20,111.14806451612903
1777,1982-01-21,1982,1,21,111.16290322580645
1778,1982-01-22,1982,1,22,111.17774193548387
1779,1982-01-25,1982,1,25,111.19258064516129
1780,1982-01-26,1982,1,26,111.2074193548387
1781,1982-01-27,1982,1,27,111.22225806451613
1782,1982-01-28,1982,1,28,111.23709677419355
1783,1982-01-29,1982,1,29,111.25193548387097
1784,1982-02-01,1982,2,1,111.26677419354839
1785,1982-02-02,1982,2,2,111.2816129032258
1786,1982-02-03,1982,2,3,111.29645161290323
1787,1982-02-04,1982,2,4,111.31129032258065
1788,1982-02-05,1982,2,5,111.32612903225807
1789,1982-02-08,1982,2,8,111.34096774193549
1790,1982-02-09,1982,2,9,111.3558064516129
1791,1982-02-10,1982,2,10,111.37064516129033
1792,1982-02-11,1982,2,11,111.38548387096775
1793,1982-02-12,1982,2,12,111.40032258064517
1794,1982-02-16,1982,2,16,111.41516129032259
1795,1982-02-17,1982,2,17,111.43
1796,1982-02-18,1982,2,18,111.44483870967741
1797,1982-02-19,1982,2,19,111.45967741935483
1798,1982-02-22,1982,2,22,111.47451612903225
1799,1982-02-23,1982,2,23,111.48935483870967
1800,1982-02-24,1982,2,24,111.5041935483871
1801,1982-02-25,1982,2,25,111.51903225806451
1802,1982-02-26,1982,2,26,111.53387096774193
1803,1982-03-01,1982,3,1,111.54870967741935
1804,1982-03-02,1982,3,2,111.56354838709677
1805,1982-03-03,1982,3,3,111.5783870967742
1806,1982-03-04,1982,3,4,111.59322580645161
1807,1982-03-05,1982,3,5,111.60806451612903
1808,1982-03-08,1982,3,8,111.62290322580645
1809,1982-03-09,1982,3,9,111.63774193548387
1810,1982-03-10,1982,3,10,111.6525806451613
1811,1982-03-11,1982,3,11,111.66741935483871
1812,1982-03-12,1982,3,12,111.68225806451613
1813,1982-03-15,1982,3,15,111.69709677419355
1814,1982-03-16,1982,3,16,111.71193548387097
1815,1982-03-17,1982,3,17,111.7267741935484
1816,1982-03-18,1982,3,18,111.7416129032258
1817,1982-03-19,1982,3,19,111.75645161290322
1818,1982-03-22,1982,3,22,111.77129032258064
1819,1982-03-23,1982,3,23,111.78612903225806
1820,1982-03-24,1982,3,24,111.80096774193548
1821,1982-03-25,1982,3,25,111.8158064516129
1822,1982-03-26,1982,3,26,111.83064516129032
1823,1982-03-29,1982,3,29,111.84548387096774
1824,1982-03-30,1982,3,30,111.86032258064516
1825,1982-03-31,1982,3,31,111.87516129032258
1826,1982-04-01,1982,4,1,111.89
1827,1982-04-02,1982,4,2,111.8740625
1828,1982-04-05,1982,4,5,111.858125
1829,1982-04-06,1982,4,6,111.8421875
1830,1982-04-07,1982,4,7,111.82625
1831,1982-04-08,1982,4,8,111.8103125
1832,1982-04-09,1982,4,9,111.794375
1833,1982-04-12,1982,4,12,111.7784375
1834,1982-04-13,1982,4,13,111.7625
1835,1982-04-14,1982,4,14,111.7465625
1836,1982-04-15,1982,4,15,111.730625
1837,1982-04-16,1982,4,16,111.7146875
1838,1982-04-19,1982,4,19,111.69875
1839,1982-04-20,1982,4,20,111.6828125
1840,1982-04-21,1982,4,21,111.666875
1841,1982-04-22,1982,4,22,111.6509375
1842,1982-04-23,1982,4,23,111.635
1843,1982-04-26,1982,4,26,111.6190625
1844,1982-04-27,1982,4,27,111.603125
1845,1982-04-28,1982,4,28,111.5871875
1846,1982-04-29,1982,4,29,111.57125
1847,1982-04-30,1982,4,30,111.5553125
1848,1982-05-03,1982,5,3,111.539375
1849,1982-05-04,1982,5,4,111.5234375
1850,1982-05-05,1982,5,5,111.50750000000001
1851,1982-05-06,1982,5,6,111.4915625
1852,1982-05-07,1982,5,7,111.47562500000001
1853,1982-05-10,1982,5,10,111.4596875
1854,1982-05-11,1982,5,11,111.44375000000001
1855,1982-05-12,1982,5,12,111.4278125
1856,1982-05-13,1982,5,13,111.41187500000001
1857,1982-05-14,1982,5,14,111.3959375
1858,1982-05-17,1982,5,17,111.38
1859,1982-05-18,1982,5,18,111.3640625
1860,1982-05-19,1982,5,19,111.348125
1861,1982-05-20,1982,5,20,111.3321875
1862,1982-05-21,1982,5,21,111.31625
1863,1982-05-24,1982,5,24,111.3003125
1864,1982-05-25,1982,5,25,111.284375
1865,1982-05-26,1982,5,26,111.2684375
1866,1982-05-27,1982,5,27,111.2525
1867,1982-05-28,1982,5,28,111.2365625
1868,1982-06-01,1982,6,1,111.220625
1869,1982-06-02,1982,6,2,111.2046875
1870,1982-06-03,1982,6,3,111.18875
1871,1982-06-04,1982,6,4,111.1728125
1872,1982-06-07,1982,6,7,111.156875
1873,1982-06-08,1982,6,8,111.1409375
1874,1982-06-09,1982,6,9,111.125
1875,1982-06-10,1982,6,10,111.10906250000001
1876,1982-06-11,1982,6,11,111.093125
1877,1982-06-14,1982,6,14,111.07718750000001
1878,1982-06-15,1982,6,15,111.06125
1879,1982-06-16,1982,6,16,111.04531250000001
1880,1982-06-17,1982,6,17,111.029375
1881,1982-06-18,1982,6,18,111.01343750000001
1882,1982-06-21,1982,6,21,110.9975
1883,1982-06-22,1982,6,22,110.98156250000001
1884,1982-06-23,1982,6,23,110.965625
1885,1982-06-24,1982,6,24,110.94968750000001
1886,1982-06-25,1982,6,25,110.93375
1887,1982-06-28,1982,6,28,110.91781250000001
1888,1982-06-29,1982,6,29,110.901875
1889,1982-06-30,1982,6,30,110.88593750000001
1890,1982-07-01,1982,7,1,110.87
1891,1982-07-02,1982,7,2,110.8915625
1892,1982-07-06,1982,7,6,110.91312500000001
1893,1982-07-07,1982,7,7,110.93468750000001
1894,1982-07-08,1982,7,8,110.95625000000001
1895,1982-07-09,1982,7,9,110.9778125
1896,1982-07-12,1982,7,12,110.999375
1897,1982-07-13,1982,7,13,111.0209375
1898,1982-07-14,1982,7,14,111.0425
1899,1982-07-15,1982,7,15,111.0640625
1900,1982-07-16,1982,7,16,111.08562500000001
1901,1982-07-19,1982,7,19,111.10718750000001
1902,1982-07-20,1982,7,20,111.12875
1903,1982-07-21,1982,7,21,111.1503125
1904,1982-07-22,1982,7,22,111.171875
1905,1982-07-23,1982,7,23,111.1934375
1906,1982-07-26,1982,7,26,111.215
1907,1982-07-27,1982,7,27,111.2365625
1908,1982-07-28,1982,7,28,111.258125
1909,1982-07-29,1982,7,29,111.27968750000001
1910,1982-07-30,1982,7,30,111.30125000000001
1911,1982-08-02,1982,8,2,111.3228125
1912,1982-08-03,1982,8,3,111.344375
1913,1982-08-04,1982,8,4,111.3659375
1914,1982-08-05,1982,8,5,111.3875
1915,1982-08-06,1982,8,6,111.4090625
1916,1982-08-09,1982,8,9,111.430625
1917,1982-08-10,1982,8,10,111.45218750000001
1918,1982-08-11,1982,8,11,111.47375
1919,1982-08-12,1982,8,12,111.4953125
1920,1982-08-13,1982,8,13,111.516875
1921,1982-08-16,1982,8,16,111.5384375
1922,1982-08-17,1982,8,17,111.56
1923,1982-08-18,1982,8,18,111.5815625
1924,1982-08-19,1982,8,19,111.603125
1925,1982-08-20,1982,8,20,111.62468750000001
1926,1982-08-23,1982,8,23,111.64625000000001
1927,1982-08-24,1982,8,24,111.6678125
1928,1982-08-25,1982,8,25,111.689375
1929,1982-08-26,1982,8,26,111.7109375
1930,1982-08-27,1982,8,27,111.7325
1931,1982-08-30,1982,8,30,111.7540625
1932,1982-08-31,1982,8,31,111.775625
1933,1982-09-01,1982,9,1,111.7971875
1934,1982-09-02,1982,9,2,111.81875
1935,1982-09-03,1982,9,3,111.8403125
1936,1982-09-07,1982,9,7,111.861875
1937,1982-09-08,1982,9,8,111.8834375
1938,1982-09-09,1982,9,9,111.905
1939,1982-09-10,1982,9,10,111.9265625
1940,1982-09-13,1982,9,13,111.948125
1941,1982-09-14,1982,9,14,111.9696875
1942,1982-09-15,1982,9,15,111.99125000000001
1943,1982-09-16,1982,9,16,112.0128125
1944,1982-09-17,1982,9,17,112.034375
1945,1982-09-20,1982,9,20,112.0559375
1946,1982-09-21,1982,9,21,112.0775
1947,1982-09-22,1982,9,22,112.0990625
1948,1982-09-23,1982,9,23,112.120625
1949,1982-09-24,1982,9,24,112.1421875
1950,1982-09-27,1982,9,27,112.16375
1951,1982-09-28,1982,9,28,112.1853125
1952,1982-09-29,1982,9,29,112.206875
1953,1982-09-30,1982,9,30,112.2284375
1954,1982-10-01,1982,10,1,112.25
1955,1982-10-04,1982,10,4,112.28295081967214
1956,1982-10-05,1982,10,5,112.31590163934426
1957,1982-10-06,1982,10,6,112.3488524590164
1958,1982-10-07,1982,10,7,112.38180327868852
1959,1982-10-08,1982,10,8,112.41475409836066
1960,1982-10-12,1982,10,12,112.44770491803278
1961,1982-10-13,1982,10,13,112.48065573770492
1962,1982-10-14,1982,10,14,112.51360655737705
1963,1982-10-15,1982,10,15,112.54655737704918
1964,1982-10-18,1982,10,18,112.5795081967213
1965,1982-10-19,1982,10,19,112.61245901639344
1966,1982-10-20,1982,10,20,112.64540983606557
1967,1982-10-21,1982,10,21,112.6783606557377
1968,1982-10-22,1982,10,22,112.71131147540984
1969,1982-10-25,1982,10,25,112.74426229508197
1970,1982-10-26,1982,10,26,112.7772131147541
1971,1982-10-27,1982,10,27,112.81016393442623
1972,1982-10-28,1982,10,28,112.84311475409837
1973,1982-10-29,1982,10,29,112.87606557377049
1974,1982-11-01,1982,11,1,112.90901639344263
1975,1982-11-02,1982,11,2,112.94196721311475
1976,1982-11-03,1982,11,3,112.97491803278689
1977,1982-11-04,1982,11,4,113.00786885245901
1978,1982-11-05,1982,11,5,113.04081967213115
1979,1982-11-08,1982,11,8,113.07377049180329
1980,1982-11-09,1982,11,9,113.10672131147541
1981,1982-11-10,1982,11,10,113.13967213114755
1982,1982-11-12,1982,11,12,113.17262295081967
1983,1982-11-15,1982,11,15,113.20557377049181
1984,1982-11-16,1982,11,16,113.23852459016393
1985,1982-11-17,1982,11,17,113.27147540983607
1986,1982-11-18,1982,11,18,113.3044262295082
1987,1982-11-19,1982,11,19,113.33737704918033
1988,1982-11-22,1982,11,22,113.37032786885246
1989,1982-11-23,1982,11,23,113.4032786885246
1990,1982-11-24,1982,11,24,113.43622950819672
1991,1982-11-26,1982,11,26,113.46918032786886
1992,1982-11-29,1982,11,29,113.502131147541
1993,1982-11-30,1982,11,30,113.53508196721312
1994,1982-12-01,1982,12,1,113.56803278688525
1995,1982-12-02,1982,12,2,113.60098360655738
1996,1982-12-03,1982,12,3,113.63393442622952
1997,1982-12-06,1982,12,6,113.66688524590164
1998,1982-12-07,1982,12,7,113.69983606557378
1999,1982-12-08,1982,12,8,113.7327868852459
2000,1982-12-09,1982,12,9,113.76573770491804
2001,1982-12-10,1982,12,10,113.79868852459016
2002,1982-12-13,1982,12,13,113.8316393442623
2003,1982-12-14,1982,12,14,113.86459016393444
2004,1982-12-15,1982,12,15,113.89754098360656
2005,1982-12-16,1982,12,16,113.9304918032787
2006,1982-12-17,1982,12,17,113.96344262295082
2007,1982-12-20,1982,12,20,113.99639344262296
2008,1982-12-21,1982,12,21,114.02934426229508
2009,1982-12-22,1982,12,22,114.06229508196722
2010,1982-12-23,1982,12,23,114.09524590163934
2011,1982-12-27,1982,12,27,114.12819672131148
2012,1982-12-28,1982,12,28,114.1611475409836
2013,1982-12-29,1982,12,29,114.19409836065574
2014,1982-12-30,1982,12,30,114.22704918032787
2015,1983-01-03,1983,1,3,114.26
2016,1983-01-04,1983,1,4,114.27904761904762
2017,1983-01-05,1983,1,5,114.29809523809524
2018,1983-01-06,1983,1,6,114.31714285714285
2019,1983-01-07,1983,1,7,114.33619047619048
2020,1983-01-10,1983,1,10,114.3552380952381
2021,1983-01-11,1983,1,11,114.37428571428572
2022,1983-01-12,1983,1,12,114.39333333333333
2023,1983-01-13,1983,1,13,114.41238095238096
2024,1983-01-14,1983,1,14,114.43142857142857
2025,1983-01-17,1983,1,17,114.4504761904762
2026,1983-01-18,1983,1,18,114.4695238095238
2027,1983-01-19,1983,1,19,114.48857142857143
2028,1983-01-20,1983,1,20,114.50761904761904
2029,1983-01-21,1983,1,21,114.52666666666667
2030,1983-01-24,1983,1,24,114.54571428571428
2031,1983-01-25,1983,1,25,114.56476190476191
2032,1983-01-26,1983,1,26,114.58380952380952
2033,1983-01-27,1983,1,27,114.60285714285715
2034,1983-01-28,1983,1,28,114.62190476190476
2035,1983-01-31,1983,1,31,114.64095238095238
2036,1983-02-01,1983,2,1,114.66
2037,1983-02-02,1983,2,2,114.67904761904762
2038,1983-02-03,1983,2,3,114.69809523809523
2039,1983-02-04,1983,2,4,114.71714285714286
2040,1983-02-07,1983,2,7,114.73619047619047
2041,1983-02-08,1983,2,8,114.7552380952381
2042,1983-02-09,1983,2,9,114.77428571428571
2043,1983-02-10,1983,2,10,114.79333333333334
2044,1983-02-11,1983,2,11,114.81238095238095
2045,1983-02-14,1983,2,14,114.83142857142857
2046,1983-02-15,1983,2,15,114.85047619047619
2047,1983-02-16,1983,2,16,114.86952380952381
2048,1983-02-17,1983,2,17,114.88857142857142
2049,1983-02-18,1983,2,18,114.90761904761905
2050,1983-02-22,1983,2,22,114.92666666666666
2051,1983-02-23,1983,2,23,114.94571428571429
2052,1983-02-24,1983,2,24,114.9647619047619
2053,1983-02-25,1983,2,25,114.98380952380953
2054,1983-02-28,1983,2,28,115.00285714285714
2055,1983-03-01,1983,3,1,115.02190476190476
2056,1983-03-02,1983,3,2,115.04095238095238
2057,1983-03-03,1983,3,3,115.06
2058,1983-03-04,1983,3,4,115.07904761904761
2059,1983-03-07,1983,3,7,115.09809523809524
2060,1983-03-08,1983,3,8,115.11714285714285
2061,1983-03-09,1983,3,9,115.13619047619048
2062,1983-03-10,1983,3,10,115.15523809523809
2063,1983-03-11,1983,3,11,115.17428571428572
2064,1983-03-14,1983,3,14,115.19333333333333
2065,1983-03-15,1983,3,15,115.21238095238095
2066,1983-03-16,1983,3,16,115.23142857142857
2067,1983-03-17,1983,3,17,115.25047619047619
2068,1983-03-18,1983,3,18,115.2695238095238
2069,1983-03-21,1983,3,21,115.28857142857143
2070,1983-03-22,1983,3,22,115.30761904761904
2071,1983-03-23,1983,3,23,115.32666666666667
2072,1983-03-24,1983,3,24,115.34571428571428
2073,1983-03-25,1983,3,25,115.3647619047619
2074,1983-03-28,1983,3,28,115.38380952380952
2075,1983-03-29,1983,3,29,115.40285714285714
2076,1983-03-30,1983,3,30,115.42190476190476
2077,1983-03-31,1983,3,31,115.44095238095238
2078,1983-04-01,1983,4,1,115.46
2079,1983-04-04,1983,4,4,115.475
2080,1983-04-05,1983,4,5,115.49
2081,1983-04-06,1983,4,6,115.505
2082,1983-04-07,1983,4,7,115.52
2083,1983-04-08,1983,4,8,115.535
2084,1983-04-11,1983,4,11,115.55
2085,1983-04-12,1983,4,12,115.565
2086,1983-04-13,1983,4,13,115.58
2087,1983-04-14,1983,4,14,115.595
2088,1983-04-15,1983,4,15,115.61
2089,1983-04-18,1983,4,18,115.625
2090,1983-04-19,1983,4,19,115.64
2091,1983-04-20,1983,4,20,115.655
2092,1983-04-21,1983,4,21,115.67
2093,1983-04-22,1983,4,22,115.685
2094,1983-04-25,1983,4,25,115.69999999999999
2095,1983-04-26,1983,4,26,115.71499999999999
2096,1983-04-27,1983,4,27,115.72999999999999
2097,1983-04-28,1983,4,28,115.74499999999999
2098,1983-04-29,1983,4,29,115.75999999999999
2099,1983-05-02,1983,5,2,115.77499999999999
2100,1983-05-03,1983,5,3,115.78999999999999
2101,1983-05-04,1983,5,4,115.80499999999999
2102,1983-05-05,1983,5,5,115.82
2103,1983-05-06,1983,5,6,115.835
2104,1983-05-09,1983,5,9,115.85
2105,1983-05-10,1983,5,10,115.865
2106,1983-05-11,1983,5,11,115.88
2107,1983-05-12,1983,5,12,115.895
2108,1983-05-13,1983,5,13,115.91
2109,1983-05-16,1983,5,16,115.925
2110,1983-05-17,1983,5,17,115.94
2111,1983-05-18,1983,5,18,115.955
2112,1983-05-19,1983,5,19,115.97
2113,1983-05-20,1983,5,20,115.985
2114,1983-05-23,1983,5,23,116.0
2115,1983-05-24,1983,5,24,116.015
2116,1983-05-25,1983,5,25,116.03
2117,1983-05-26,1983,5,26,116.045
2118,1983-05-27,1983,5,27,116.06
2119,1983-05-31,1983,5,31,116.075
2120,1983-06-01,1983,6,1,116.09
2121,1983-06-02,1983,6,2,116.105
2122,1983-06-03,1983,6,3,116.12
2123,1983-06-06,1983,6,6,116.135
2124,1983-06-07,1983,6,7,116.15
2125,1983-06-08,1983,6,8,116.165
2126,1983-06-09,1983,6,9,116.18
2127,1983-06-10,1983,6,10,116.195
2128,1983-06-13,1983,6,13,116.21
2129,1983-06-14,1983,6,14,116.225
2130,1983-06-15,1983,6,15,116.24
2131,1983-06-16,1983,6,16,116.255
2132,1983-06-17,1983,6,17,116.27
2133,1983-06-20,1983,6,20,116.285
2134,1983-06-21,1983,6,21,116.3
2135,1983-06-22,1983,6,22,116.315
2136,1983-06-23,1983,6,23,116.33
2137,1983-06-24,1983,6,24,116.345
2138,1983-06-27,1983,6,27,116.36
2139,1983-06-28,1983,6,28,116.375
2140,1983-06-29,1983,6,29,116.39
2141,1983-06-30,1983,6,30,116.405
2142,1983-07-01,1983,7,1,116.42
2143,1983-07-05,1983,7,5,116.43
2144,1983-07-06,1983,7,6,116.44
2145,1983-07-07,1983,7,7,116.45
2146,1983-07-08,1983,7,8,116.46000000000001
2147,1983-07-11,1983,7,11,116.47
2148,1983-07-12,1983,7,12,116.48
2149,1983-07-13,1983,7,13,116.49
2150,1983-07-14,1983,7,14,116.5
2151,1983-07-15,1983,7,15,116.51
2152,1983-07-18,1983,7,18,116.52
2153,1983-07-19,1983,7,19,116.53
2154,1983-07-20,1983,7,20,116.54
2155,1983-07-21,1983,7,21,116.55
2156,1983-07-22,1983,7,22,116.56
2157,1983-07-25,1983,7,25,116.57000000000001
2158,1983-07-26,1983,7,26,116.58
2159,1983-07-27,1983,7,27,116.59
2160,1983-07-28,1983,7,28,116.60000000000001
2161,1983-07-29,1983,7,29,116.61
2162,1983-08-01,1983,8,1,116.62
2163,1983-08-02,1983,8,2,116.63
2164,1983-08-03,1983,8,3,116.64
2165,1983-08-04,1983,8,4,116.65
2166,1983-08-05,1983,8,5,116.66
2167,1983-08-08,1983,8,8,116.67
2168,1983-08-09,1983,8,9,116.68
2169,1983-08-10,1983,8,10,116.69
2170,1983-08-11,1983,8,11,116.7
2171,1983-08-12,1983,8,12,116.71000000000001
2172,1983-08-15,1983,8,15,116.72
2173,1983-08-16,1983,8,16,116.73
2174,1983-08-17,1983,8,17,116.74000000000001
